id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
689,10280,,10161.02,cerrado,siniestro_invalido
690,679,,14161.93,Abierto,siniestro_invalido
691,12163,,,Abierto,siniestro_invalido
693,239,,2.5875,cerrado,siniestro_invalido
694,16051,,2151.57,Rechazado,siniestro_invalido
696,7945,,7898.62,,siniestro_invalido
697,8619,,11461.41,ABIERTO,siniestro_invalido
698,18567,,,cerrado,siniestro_invalido
699,24920,,2235.03,Rechazado,siniestro_invalido
701,10012,,5662.35,,siniestro_invalido
702,2873,,5.17961,cerrado,siniestro_invalido
704,13263,2025-11-17,,Cerrado,siniestro_invalido
706,2757,,13278.87,cerrado,siniestro_invalido
707,24991,,7549.29,Abierto,siniestro_invalido
708,25560,,,Rechazado,siniestro_invalido
709,16266,,,cerrado,siniestro_invalido
710,24697,,10893.55,,siniestro_invalido
711,24433,,,cerrado,siniestro_invalido
712,24680,,13399.7,cerrado,siniestro_invalido
715,23754,,10.14118,Abierto,siniestro_invalido
717,17888,2025-06-29,,,siniestro_invalido
718,7795,,12.1694,Abierto,siniestro_invalido
720,24674,,1668.36,Abierto,siniestro_invalido
721,21605,,10947.61,cerrado,siniestro_invalido
722,17682,,10999.55,Abierto,siniestro_invalido
723,24857,,508.97,Cerrado,siniestro_invalido
724,23742,,8822.98,cerrado,siniestro_invalido
725,9321,,7.24432,,siniestro_invalido
726,20483,,,Rechazado,siniestro_invalido
727,25607,,9.08417,ABIERTO,siniestro_invalido
728,19693,,2934.75,,siniestro_invalido
729,4497,,336.98,ABIERTO,siniestro_invalido
730,16114,,,ABIERTO,siniestro_invalido
732,20771,,3214.48,ABIERTO,siniestro_invalido
734,906,,3.32844,,siniestro_invalido
735,10034,,325.07,,siniestro_invalido
737,8626,,8378.93,Cerrado,siniestro_invalido
738,21149,,12608.36,,siniestro_invalido
739,25838,,6691.62,Cerrado,siniestro_invalido
740,10643,,,cerrado,siniestro_invalido
741,22401,,5135.94,,siniestro_invalido
742,6027,,8073.42,,siniestro_invalido
743,17172,,3761.89,,siniestro_invalido
744,8360,,2.02077,ABIERTO,siniestro_invalido
745,22996,,1381.36,cerrado,siniestro_invalido
746,10464,2025-02-09,,cerrado,siniestro_invalido
748,20797,,5210.91,Abierto,siniestro_invalido
749,14183,,8218.95,cerrado,siniestro_invalido
750,7697,,5.38056,ABIERTO,siniestro_invalido
751,19485,,11.16995,,siniestro_invalido
753,1456,,3016.99,cerrado,siniestro_invalido
754,6917,,14564.02,,siniestro_invalido
755,11416,,4159.67,Abierto,siniestro_invalido
756,14767,,,,siniestro_invalido
757,19194,,2954.35,Cerrado,siniestro_invalido
758,20407,,,Rechazado,siniestro_invalido
760,20684,,,,siniestro_invalido
762,18894,,11117.21,,siniestro_invalido
763,21471,,7154.89,,siniestro_invalido
765,23282,,1172.2,,siniestro_invalido
766,11542,,,,siniestro_invalido
767,6334,,12486.42,Abierto,siniestro_invalido
768,17775,,6684.29,Cerrado,siniestro_invalido
769,14602,,3895.18,Abierto,siniestro_invalido
770,13566,,9355.26,ABIERTO,siniestro_invalido
771,25633,,,cerrado,siniestro_invalido
772,12625,,11.63718,Cerrado,siniestro_invalido
773,20762,,7728.89,,siniestro_invalido
774,12939,,11202.95,cerrado,siniestro_invalido
775,13123,,3021.45,Rechazado,siniestro_invalido
776,21701,,14.77214,Rechazado,siniestro_invalido
777,25653,,13048.69,,siniestro_invalido
778,466,,14257.82,,siniestro_invalido
779,6799,,,ABIERTO,siniestro_invalido
780,11745,,9907.16,Abierto,siniestro_invalido
781,3134,,11122.43,cerrado,siniestro_invalido
782,6674,,4364.59,ABIERTO,siniestro_invalido
783,16516,,7.25318,,siniestro_invalido
784,8863,,,cerrado,siniestro_invalido
785,13180,,8136.02,,siniestro_invalido
786,19362,,,,siniestro_invalido
788,19721,,,Cerrado,siniestro_invalido
789,24449,,12.583,Cerrado,siniestro_invalido
790,9179,,,,siniestro_invalido
792,19152,,8222.52,,siniestro_invalido
793,9967,,6.94375,,siniestro_invalido
796,16905,,13179.02,ABIERTO,siniestro_invalido
797,17041,,11.72806,Cerrado,siniestro_invalido
798,9464,2025-07-11,-9622.54,cerrado,siniestro_invalido
799,11920,,8440.96,ABIERTO,siniestro_invalido
800,1975,,8.29232,Abierto,siniestro_invalido
802,6531,,14323.7,Cerrado,siniestro_invalido
803,13409,,13826.32,Abierto,siniestro_invalido
804,5193,,767.61,ABIERTO,siniestro_invalido
806,23617,,10.17482,,siniestro_invalido
808,8362,,14.55374,,siniestro_invalido
809,3561,,4.36429,Abierto,siniestro_invalido
810,11163,,6044.37,Abierto,siniestro_invalido
811,22989,,14.49211,cerrado,siniestro_invalido
812,7450,,7610.44,Abierto,siniestro_invalido
813,1969,,5.8586,Abierto,siniestro_invalido
814,6170,2026-01-07,,,siniestro_invalido
815,9848,,1187.79,ABIERTO,siniestro_invalido
817,5151,,,Cerrado,siniestro_invalido
818,14589,,11864.54,Abierto,siniestro_invalido
819,5330,,9561.37,Rechazado,siniestro_invalido
820,24370,,4963.22,Cerrado,siniestro_invalido
821,17238,,,ABIERTO,siniestro_invalido
823,5148,,14.34042,ABIERTO,siniestro_invalido
824,18973,,9516.18,Cerrado,siniestro_invalido
825,22006,,5117.41,,siniestro_invalido
826,12367,,9.96924,cerrado,siniestro_invalido
827,24558,,3709.87,cerrado,siniestro_invalido
828,2640,,8.60005,,siniestro_invalido
830,11751,,,Abierto,siniestro_invalido
833,6103,,13.41106,Abierto,siniestro_invalido
834,4637,2026-02-16,,Abierto,siniestro_invalido
835,16319,,9169.42,,siniestro_invalido
836,23099,,688.22,Abierto,siniestro_invalido
837,1687,,1640.78,Cerrado,siniestro_invalido
838,1618,,,ABIERTO,siniestro_invalido
839,5627,2025-05-13,,ABIERTO,siniestro_invalido
840,12030,,,Rechazado,siniestro_invalido
841,4360,,12.73706,Abierto,siniestro_invalido
842,19198,,10.78607,ABIERTO,siniestro_invalido
843,6564,,13205.44,,siniestro_invalido
844,5928,,5490.32,Cerrado,siniestro_invalido
845,13175,,4442.61,Rechazado,siniestro_invalido
846,16436,,5636.39,Rechazado,siniestro_invalido
847,20614,,11.04211,,siniestro_invalido
848,25755,,,cerrado,siniestro_invalido
849,12309,,6366.94,ABIERTO,siniestro_invalido
850,9751,,9186.57,Rechazado,siniestro_invalido
851,17927,,50154.0,Abierto,siniestro_invalido
852,12066,,2.2546,Cerrado,siniestro_invalido
853,19756,,9050.18,Cerrado,siniestro_invalido
854,7708,2026-02-11,-14084.73,,siniestro_invalido
855,2289,,1159.96,Rechazado,siniestro_invalido
856,25525,,10.91567,Abierto,siniestro_invalido
857,1484,,1471.64,Cerrado,siniestro_invalido
858,2946,,12490.65,Rechazado,siniestro_invalido
859,22653,,7300.88,cerrado,siniestro_invalido
860,15538,,14296.85,Abierto,siniestro_invalido
861,12983,,,Rechazado,siniestro_invalido
862,18675,,10.46737,,siniestro_invalido
863,6005,,13650.52,Cerrado,siniestro_invalido
864,20430,,13.34256,cerrado,siniestro_invalido
865,21386,,,,siniestro_invalido
866,18456,,13.51454,cerrado,siniestro_invalido
867,3500,,9701.84,ABIERTO,siniestro_invalido
868,6666,,853.04,,siniestro_invalido
869,12599,,,ABIERTO,siniestro_invalido
870,15653,,8242.35,Rechazado,siniestro_invalido
871,20090,,,Rechazado,siniestro_invalido
872,16566,,4539.83,ABIERTO,siniestro_invalido
873,15212,,8365.73,ABIERTO,siniestro_invalido
874,18047,,10000.73,Rechazado,siniestro_invalido
875,18074,,13160.02,Cerrado,siniestro_invalido
877,7112,,9381.6,,siniestro_invalido
878,10168,,8.93521,cerrado,siniestro_invalido
879,15051,,10473.53,,siniestro_invalido
880,11799,,,Cerrado,siniestro_invalido
882,15099,,6468.18,Rechazado,siniestro_invalido
884,2828,,,Cerrado,siniestro_invalido
885,12659,,9.22407,,siniestro_invalido
886,9085,,,,siniestro_invalido
887,15902,,4924.89,cerrado,siniestro_invalido
889,3295,,3508.23,ABIERTO,siniestro_invalido
890,12963,,4734.11,Rechazado,siniestro_invalido
891,5149,,8959.0,,siniestro_invalido
892,477,,,,siniestro_invalido
893,15751,,4.97942,,siniestro_invalido
894,20520,,5313.13,,siniestro_invalido
896,19486,,,Rechazado,siniestro_invalido
897,15786,,7020.23,cerrado,siniestro_invalido
898,9095,,12669.98,,siniestro_invalido
899,13030,,348.08,Cerrado,siniestro_invalido
900,17242,,4820.85,Rechazado,siniestro_invalido
903,24211,,1.90688,Cerrado,siniestro_invalido
904,20112,,-14404.26,ABIERTO,siniestro_invalido
905,19964,,862.86,Cerrado,siniestro_invalido
906,11499,,10802.07,Rechazado,siniestro_invalido
907,10899,,,Abierto,siniestro_invalido
908,22889,,,Abierto,siniestro_invalido
909,23985,,10199.91,Rechazado,siniestro_invalido
910,15374,,,Abierto,siniestro_invalido
911,7753,,,,siniestro_invalido
912,7100,,,Rechazado,siniestro_invalido
913,24281,,559.31,Rechazado,siniestro_invalido
914,3674,,82239.0,Abierto,siniestro_invalido
915,22534,,,ABIERTO,siniestro_invalido
918,7889,,9589.21,Rechazado,siniestro_invalido
919,1612,,3709.68,ABIERTO,siniestro_invalido
920,13269,,8.35784,,siniestro_invalido
921,635,,8664.03,Rechazado,siniestro_invalido
922,21030,,9249.04,Abierto,siniestro_invalido
923,15771,,4528.7,Cerrado,siniestro_invalido
924,4758,2025-11-09,-1173.6,,siniestro_invalido
925,13202,,9733.32,Abierto,siniestro_invalido
926,12960,,,cerrado,siniestro_invalido
927,9497,,8.75613,,siniestro_invalido
929,7077,,,,siniestro_invalido
931,10395,,9407.13,,siniestro_invalido
932,18329,,12118.68,Cerrado,siniestro_invalido
934,8280,,,Rechazado,siniestro_invalido
935,9187,,9943.93,Rechazado,siniestro_invalido
936,20440,,9.41271,Rechazado,siniestro_invalido
937,17087,,11.58854,Rechazado,siniestro_invalido
938,21310,,1907.58,,siniestro_invalido
941,8357,,6.45951,ABIERTO,siniestro_invalido
942,20787,,3926.48,,siniestro_invalido
943,21096,,,Cerrado,siniestro_invalido
944,16392,2025-11-02,,Cerrado,siniestro_invalido
945,3389,,3574.17,Abierto,siniestro_invalido
946,6105,,7893.41,ABIERTO,siniestro_invalido
947,25720,,,cerrado,siniestro_invalido
950,12819,,,,siniestro_invalido
951,23831,2026-01-17,,Rechazado,siniestro_invalido
952,9363,,,ABIERTO,siniestro_invalido
953,13907,,11543.65,Cerrado,siniestro_invalido
954,5140,,8041.41,Rechazado,siniestro_invalido
955,20635,,3080.23,Rechazado,siniestro_invalido
956,2405,2025-05-20,,Rechazado,siniestro_invalido
957,24483,,11523.16,Abierto,siniestro_invalido
958,7503,,11.06301,,siniestro_invalido
959,23727,2026-01-02,,Abierto,siniestro_invalido
960,1448,,10946.39,,siniestro_invalido
961,7305,,,,siniestro_invalido
962,6145,,,ABIERTO,siniestro_invalido
963,23266,,,Cerrado,siniestro_invalido
964,17969,,,Cerrado,siniestro_invalido
965,1471,,11318.24,cerrado,siniestro_invalido
966,18796,,3648.68,cerrado,siniestro_invalido
968,5183,,7366.53,Abierto,siniestro_invalido
969,16047,2025-04-21,,,siniestro_invalido
970,15665,,10080.9,Abierto,siniestro_invalido
971,3878,,13000.22,Cerrado,siniestro_invalido
972,8783,,11.85224,ABIERTO,siniestro_invalido
973,826,,8506.95,,siniestro_invalido
974,9936,,,,siniestro_invalido
976,13491,,14763.99,,siniestro_invalido
977,24253,,2.09245,Abierto,siniestro_invalido
979,21383,,,Abierto,siniestro_invalido
980,12364,,,ABIERTO,siniestro_invalido
981,7969,,6736.39,ABIERTO,siniestro_invalido
982,2212,,9426.16,ABIERTO,siniestro_invalido
983,6254,,1.57627,Cerrado,siniestro_invalido
984,23321,,6275.77,,siniestro_invalido
985,13966,,,ABIERTO,siniestro_invalido
986,11266,,10351.13,,siniestro_invalido
987,285,,2.40718,Cerrado,siniestro_invalido
988,13768,,13.57071,ABIERTO,siniestro_invalido
989,8745,,6.80915,Rechazado,siniestro_invalido
990,5952,2025-05-04,-12.46096,Cerrado,siniestro_invalido
991,22158,,7.63727,,siniestro_invalido
992,2475,,,Abierto,siniestro_invalido
993,2043,,8645.4,cerrado,siniestro_invalido
994,14120,,,ABIERTO,siniestro_invalido
995,25741,,12613.58,Cerrado,siniestro_invalido
996,21960,,86032.0,Abierto,siniestro_invalido
997,24838,2025-11-15,,Abierto,siniestro_invalido
998,24397,,8487.11,cerrado,siniestro_invalido
999,25689,,,Abierto,siniestro_invalido
1000,18897,,354.26,,siniestro_invalido
1001,3875,,4.02789,,siniestro_invalido
1002,17643,,,cerrado,siniestro_invalido
1003,22903,,14621.41,Abierto,siniestro_invalido
1004,25647,,10.85563,Cerrado,siniestro_invalido
1005,1804,,11494.27,,siniestro_invalido
1007,5235,,3436.21,Rechazado,siniestro_invalido
1008,23461,,,,siniestro_invalido
1009,595,,12266.0,cerrado,siniestro_invalido
1010,766,,1055.61,cerrado,siniestro_invalido
1011,21442,,13421.57,Cerrado,siniestro_invalido
1012,4651,,8060.87,cerrado,siniestro_invalido
1013,20157,,,Cerrado,siniestro_invalido
1014,1892,,,ABIERTO,siniestro_invalido
1015,3822,,4198.73,,siniestro_invalido
1016,16618,,2878.66,Rechazado,siniestro_invalido
1017,25716,,,Cerrado,siniestro_invalido
1018,21542,,8.34828,Rechazado,siniestro_invalido
1019,17243,,7585.45,,siniestro_invalido
1020,20476,,9638.23,,siniestro_invalido
1021,6409,,,ABIERTO,siniestro_invalido
1022,22714,,2551.17,cerrado,siniestro_invalido
1023,24296,,2166.64,Rechazado,siniestro_invalido
1025,4210,,9442.08,ABIERTO,siniestro_invalido
1026,12458,,,Cerrado,siniestro_invalido
1027,15572,,12459.2,cerrado,siniestro_invalido
1028,3752,,,Abierto,siniestro_invalido
1031,15756,,3056.54,,siniestro_invalido
1032,3331,,13707.48,Abierto,siniestro_invalido
1033,4230,,11.48162,,siniestro_invalido
1035,12033,,,Cerrado,siniestro_invalido
1036,17772,,10598.48,Rechazado,siniestro_invalido
1037,23259,,10301.15,Rechazado,siniestro_invalido
1038,8757,,58168.0,Abierto,siniestro_invalido
1039,25599,,,Cerrado,siniestro_invalido
1041,10322,,5303.75,cerrado,siniestro_invalido
1042,8757,,2.91819,Abierto,siniestro_invalido
1043,4254,,11298.38,cerrado,siniestro_invalido
1044,22668,,930.74,,siniestro_invalido
1045,10458,,5.35552,,siniestro_invalido
1046,6717,,,Abierto,siniestro_invalido
1047,15632,,4927.0,ABIERTO,siniestro_invalido
1050,18759,,14.75413,ABIERTO,siniestro_invalido
1051,8317,,10.46032,Rechazado,siniestro_invalido
1052,10082,,93354.0,cerrado,siniestro_invalido
1053,8739,,13.25669,ABIERTO,siniestro_invalido
1054,178,,8796.59,Abierto,siniestro_invalido
1055,20636,,8440.05,,siniestro_invalido
1056,3455,,4182.88,Rechazado,siniestro_invalido
1057,12563,,8110.11,ABIERTO,siniestro_invalido
1059,14253,2025-08-26,,Rechazado,siniestro_invalido
1060,19021,,6011.35,,siniestro_invalido
1061,25739,,10090.98,ABIERTO,siniestro_invalido
1062,9345,,,,siniestro_invalido
1063,10311,,506.85,,siniestro_invalido
1064,20345,,,cerrado,siniestro_invalido
1065,21567,,10277.84,Abierto,siniestro_invalido
1066,13573,,,Rechazado,siniestro_invalido
1067,3241,,2155.91,Rechazado,siniestro_invalido
1068,22744,,6905.13,ABIERTO,siniestro_invalido
1070,14008,,13456.22,,siniestro_invalido
1071,6778,,5828.56,ABIERTO,siniestro_invalido
1074,15640,,1922.21,Cerrado,siniestro_invalido
1076,18032,,7758.51,,siniestro_invalido
1077,6270,,1997.62,Abierto,siniestro_invalido
1078,13241,,7515.7,,siniestro_invalido
1079,11635,,14.29679,Abierto,siniestro_invalido
1081,7513,,,Abierto,siniestro_invalido
1082,5493,,14.66607,,siniestro_invalido
1084,2742,,4897.88,Rechazado,siniestro_invalido
1085,10737,,5919.75,ABIERTO,siniestro_invalido
1086,20808,,,cerrado,siniestro_invalido
1087,10117,,4498.53,Cerrado,siniestro_invalido
1088,22336,,6.99068,cerrado,siniestro_invalido
1089,22409,,11798.06,cerrado,siniestro_invalido
1091,5775,,2220.73,,siniestro_invalido
1092,17119,,,Abierto,siniestro_invalido
1093,14884,,4005.29,Rechazado,siniestro_invalido
1094,3560,,,,siniestro_invalido
1096,6981,,,,siniestro_invalido
1098,19355,,7889.33,ABIERTO,siniestro_invalido
1102,25677,,6992.09,ABIERTO,siniestro_invalido
1103,15069,,12.72161,Abierto,siniestro_invalido
1105,18411,,,,siniestro_invalido
1106,11451,,5959.99,,siniestro_invalido
1108,7405,,3579.1,Rechazado,siniestro_invalido
1109,21960,,234.11,ABIERTO,siniestro_invalido
1110,7307,,6284.09,Abierto,siniestro_invalido
1111,14354,,,,siniestro_invalido
1112,16501,,5502.88,Cerrado,siniestro_invalido
1113,24868,,6794.36,,siniestro_invalido
1114,17658,2025-06-09,,,siniestro_invalido
1115,2855,,4674.38,cerrado,siniestro_invalido
1116,15493,,9778.99,Cerrado,siniestro_invalido
1117,21480,,,cerrado,siniestro_invalido
1118,23771,,8827.3,,siniestro_invalido
1119,24714,,11083.46,Rechazado,siniestro_invalido
1120,13861,,11213.71,,siniestro_invalido
1121,20858,,79570.0,cerrado,siniestro_invalido
1122,12929,,3493.27,ABIERTO,siniestro_invalido
1123,6641,,1.08295,Abierto,siniestro_invalido
1124,3461,,10686.06,,siniestro_invalido
1125,25600,,13156.95,cerrado,siniestro_invalido
1126,3841,2025-05-28,,Cerrado,siniestro_invalido
1127,10355,2025-02-15,,Rechazado,siniestro_invalido
1128,14020,,4.52174,Rechazado,siniestro_invalido
1129,9207,,1999.09,,siniestro_invalido
1130,688,,1651.92,cerrado,siniestro_invalido
1131,19776,,749.79,Abierto,siniestro_invalido
1132,23813,,13473.39,,siniestro_invalido
1133,16811,,,,siniestro_invalido
1134,5072,,,Cerrado,siniestro_invalido
1135,15345,,2.17694,cerrado,siniestro_invalido
1136,11801,,5310.68,,siniestro_invalido
1139,6215,,13514.51,Abierto,siniestro_invalido
1140,23028,,6684.61,cerrado,siniestro_invalido
1141,7917,,4405.51,cerrado,siniestro_invalido
1142,14020,,3255.1,Cerrado,siniestro_invalido
1144,17946,,12781.95,ABIERTO,siniestro_invalido
1145,2981,,1217.23,Abierto,siniestro_invalido
1146,15338,,1484.94,,siniestro_invalido
1147,20793,,3113.62,Rechazado,siniestro_invalido
1149,19340,,14517.55,Cerrado,siniestro_invalido
1150,23730,,,,siniestro_invalido
1151,3324,,6532.67,ABIERTO,siniestro_invalido
1152,7979,,11.73304,Rechazado,siniestro_invalido
1154,11248,,8.4406,Cerrado,siniestro_invalido
1155,1189,,4509.87,ABIERTO,siniestro_invalido
1156,15020,2025-09-24,,Cerrado,siniestro_invalido
1157,11302,,,ABIERTO,siniestro_invalido
1158,4891,,2632.99,Rechazado,siniestro_invalido
1159,6964,,14016.53,ABIERTO,siniestro_invalido
1161,21907,,53088.0,cerrado,siniestro_invalido
1162,12743,,9.76168,,siniestro_invalido
1163,10671,,9755.75,,siniestro_invalido
1164,23556,,3.97856,ABIERTO,siniestro_invalido
1165,9198,,,cerrado,siniestro_invalido
1166,24114,,3.47147,Rechazado,siniestro_invalido
1167,286,,8397.54,cerrado,siniestro_invalido
1168,19075,,,ABIERTO,siniestro_invalido
1169,11760,,3075.23,cerrado,siniestro_invalido
1170,12816,,8627.81,ABIERTO,siniestro_invalido
1171,6309,,7539.72,Cerrado,siniestro_invalido
1172,10330,,,Rechazado,siniestro_invalido
1173,24937,,10267.29,cerrado,siniestro_invalido
1174,13,,,,siniestro_invalido
1175,14609,,2.39464,Abierto,siniestro_invalido
1176,4604,,76824.0,,siniestro_invalido
1177,20034,,1063.96,ABIERTO,siniestro_invalido
1178,453,,4385.65,Abierto,siniestro_invalido
1179,6385,,513.6,Rechazado,siniestro_invalido
1180,19288,,1147.2,cerrado,siniestro_invalido
1181,801,,7.86308,Rechazado,siniestro_invalido
1182,24739,,,ABIERTO,siniestro_invalido
1184,15381,,2152.09,,siniestro_invalido
1185,15619,,5907.17,,siniestro_invalido
1186,11436,,9269.46,ABIERTO,siniestro_invalido
1187,20954,,4227.36,,siniestro_invalido
1188,11278,,9954.49,cerrado,siniestro_invalido
1189,13758,,7538.65,Cerrado,siniestro_invalido
1190,2561,,9708.16,,siniestro_invalido
1191,24567,,8626.26,,siniestro_invalido
1194,12360,,1257.06,,siniestro_invalido
1195,1088,,,,siniestro_invalido
1196,10349,,9104.31,Cerrado,siniestro_invalido
1197,22770,2025-12-02,,Abierto,siniestro_invalido
1198,1007,,,cerrado,siniestro_invalido
1199,7316,,,cerrado,siniestro_invalido
1200,14387,,1174.91,cerrado,siniestro_invalido
1201,10811,,,Abierto,siniestro_invalido
1202,15557,,11977.15,Abierto,siniestro_invalido
1204,10792,,2449.52,,siniestro_invalido
1205,2785,,,,siniestro_invalido
1206,15823,,9814.88,cerrado,siniestro_invalido
1207,1951,,7.07311,Abierto,siniestro_invalido
1208,12085,,7.29234,,siniestro_invalido
1209,20312,,1.54,Rechazado,siniestro_invalido
1210,24186,,12984.46,Cerrado,siniestro_invalido
1211,23782,2025-12-23,,Rechazado,siniestro_invalido
1212,18598,,5927.99,,siniestro_invalido
1213,17164,2025-11-14,,,siniestro_invalido
1214,4547,2025-03-08,,,siniestro_invalido
1215,10385,,2146.77,Rechazado,siniestro_invalido
1217,1757,,13977.45,Cerrado,siniestro_invalido
1218,13968,,5718.28,cerrado,siniestro_invalido
1219,12303,,,Rechazado,siniestro_invalido
1220,11652,,9053.89,,siniestro_invalido
1221,8298,2026-01-19,,Abierto,siniestro_invalido
1222,4761,2025-08-16,,,siniestro_invalido
1223,8808,,5726.65,Abierto,siniestro_invalido
1224,12468,,13427.65,Rechazado,siniestro_invalido
1225,23885,,12134.93,,siniestro_invalido
1226,4251,,,cerrado,siniestro_invalido
1227,25832,,,,siniestro_invalido
1228,2407,,5542.27,Cerrado,siniestro_invalido
1229,405,,2902.16,,siniestro_invalido
1230,10348,,14201.74,,siniestro_invalido
1231,21623,2025-10-10,,ABIERTO,siniestro_invalido
1233,19055,,493.42,Rechazado,siniestro_invalido
1234,18450,,9867.5,Cerrado,siniestro_invalido
1235,8554,,9417.71,Abierto,siniestro_invalido
1236,18995,,14867.87,ABIERTO,siniestro_invalido
1238,9697,,1040.72,Cerrado,siniestro_invalido
1239,21836,,12831.95,Rechazado,siniestro_invalido
1240,16223,,277.84,,siniestro_invalido
1241,21089,,1.04391,cerrado,siniestro_invalido
1242,16772,,,,siniestro_invalido
1243,7188,,2.97615,Cerrado,siniestro_invalido
1244,12283,,7946.62,Abierto,siniestro_invalido
1245,9315,,5.01898,,siniestro_invalido
1246,22854,,2984.77,Cerrado,siniestro_invalido
1248,23191,2025-01-21,,Cerrado,siniestro_invalido
1249,20643,,6978.95,Cerrado,siniestro_invalido
1250,639,,10710.26,,siniestro_invalido
1252,22472,,2721.9,cerrado,siniestro_invalido
1253,8538,,,Abierto,siniestro_invalido
1254,20454,,,Rechazado,siniestro_invalido
1255,5220,,11546.0,Rechazado,siniestro_invalido
1256,19180,,4203.56,ABIERTO,siniestro_invalido
1257,5501,,4.90582,ABIERTO,siniestro_invalido
1258,16974,,3290.95,ABIERTO,siniestro_invalido
1260,19935,,11443.65,,siniestro_invalido
1261,10131,,8.86457,,siniestro_invalido
1262,25653,,5950.12,Rechazado,siniestro_invalido
1263,14945,2025-06-22,,ABIERTO,siniestro_invalido
1264,25585,,,Abierto,siniestro_invalido
1265,18782,,6593.27,Rechazado,siniestro_invalido
1267,6892,,10.97597,cerrado,siniestro_invalido
1268,16249,,13.32322,,siniestro_invalido
1269,21082,,,,siniestro_invalido
1270,12115,,9620.5,ABIERTO,siniestro_invalido
1271,2456,,,ABIERTO,siniestro_invalido
1272,25857,,,Cerrado,siniestro_invalido
1273,2951,,10068.99,ABIERTO,siniestro_invalido
1275,19288,,2725.82,,siniestro_invalido
1276,280,,,Cerrado,siniestro_invalido
1277,20864,,1036.3,,siniestro_invalido
1278,1004,,5515.78,Rechazado,siniestro_invalido
1279,22809,,11632.79,ABIERTO,siniestro_invalido
1280,4880,,4587.25,Cerrado,siniestro_invalido
1281,9897,,5477.26,Rechazado,siniestro_invalido
1282,12153,,14.1671,Abierto,siniestro_invalido
1283,701,,9.49068,cerrado,siniestro_invalido
1284,7964,,,Cerrado,siniestro_invalido
1285,13726,,2496.81,Rechazado,siniestro_invalido
1287,7682,,,Abierto,siniestro_invalido
1290,11498,,6656.02,Abierto,siniestro_invalido
1291,5882,,,Rechazado,siniestro_invalido
1293,10643,,30303.0,Abierto,siniestro_invalido
1294,23967,,13944.49,,siniestro_invalido
1295,21960,,12.94358,,siniestro_invalido
1296,5367,,2696.11,cerrado,siniestro_invalido
1297,3203,,,Rechazado,siniestro_invalido
1298,21679,,3205.53,Abierto,siniestro_invalido
1299,1862,,3051.7,Abierto,siniestro_invalido
1300,13633,,6440.54,,siniestro_invalido
1301,4930,,499.17,Rechazado,siniestro_invalido
1302,6501,,7922.05,,siniestro_invalido
1303,264,,,ABIERTO,siniestro_invalido
1304,17185,,2.8633,cerrado,siniestro_invalido
1306,3099,,7877.21,,siniestro_invalido
1307,17248,,,,siniestro_invalido
1308,20819,,12807.83,,siniestro_invalido
1309,14353,,2.03784,Abierto,siniestro_invalido
1310,12726,,3196.63,,siniestro_invalido
1311,2315,,14201.32,,siniestro_invalido
1312,2189,,14191.56,ABIERTO,siniestro_invalido
1314,4439,,5353.68,Cerrado,siniestro_invalido
1315,13728,,1.40991,Abierto,siniestro_invalido
1316,12800,,,ABIERTO,siniestro_invalido
1317,19371,,,Cerrado,siniestro_invalido
1318,13716,,10715.88,Rechazado,siniestro_invalido
1319,5559,,,Rechazado,siniestro_invalido
1320,4918,,1501.08,,siniestro_invalido
1321,5808,,13056.06,cerrado,siniestro_invalido
1322,7393,2025-05-19,,,siniestro_invalido
1323,16976,,10001.37,ABIERTO,siniestro_invalido
1324,16939,,10120.18,cerrado,siniestro_invalido
1325,6766,,,Abierto,siniestro_invalido
1326,21581,,13247.47,,siniestro_invalido
1327,5838,,5233.17,Cerrado,siniestro_invalido
1328,23471,,5596.99,ABIERTO,siniestro_invalido
1330,12750,,8095.69,Abierto,siniestro_invalido
1331,4675,,8.6577,ABIERTO,siniestro_invalido
1333,4591,,12730.18,Abierto,siniestro_invalido
1334,7227,,804.95,Cerrado,siniestro_invalido
1335,23315,,14684.93,,siniestro_invalido
1336,21837,,3334.44,Cerrado,siniestro_invalido
1337,17413,,10772.53,cerrado,siniestro_invalido
1338,15367,,,Abierto,siniestro_invalido
1339,9171,,,cerrado,siniestro_invalido
1341,23276,,12.49618,Cerrado,siniestro_invalido
1342,20930,,,,siniestro_invalido
1343,4046,,10329.5,ABIERTO,siniestro_invalido
1344,19571,,8283.79,Abierto,siniestro_invalido
1345,21223,,9.0743,cerrado,siniestro_invalido
1346,22227,,2622.23,ABIERTO,siniestro_invalido
1347,15514,,12002.76,,siniestro_invalido
1349,12103,,682.74,Abierto,siniestro_invalido
1350,5092,,500.96,ABIERTO,siniestro_invalido
1351,563,,,Cerrado,siniestro_invalido
1352,734,,7397.35,Cerrado,siniestro_invalido
1353,7303,,5.68067,Cerrado,siniestro_invalido
1354,3772,,10725.18,ABIERTO,siniestro_invalido
1355,12151,,4698.5,,siniestro_invalido
1356,23951,,12068.19,cerrado,siniestro_invalido
1357,22130,,11891.95,,siniestro_invalido
1358,23652,,5850.34,,siniestro_invalido
1359,14693,,8.81351,Rechazado,siniestro_invalido
1361,24260,,9.29289,Rechazado,siniestro_invalido
1362,21685,,,Rechazado,siniestro_invalido
1363,13954,,9163.92,Abierto,siniestro_invalido
